video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=SPlSdhJN8WQ&pp=ygUKd29ybGQgbmV3cw%3D%3D,/@ABCNews,ABC News,"ABC World News Tonight Full Broadcast - Dec. 10, 2023",213K,1 month,Melissa Adan reports from Tennessee on the deadly tornado outbreak in the South that has left at least six people dead including ...,2024-02-01 10:24:45.069766
/watch?v=LRNS2AxJ_-k&pp=ygUKd29ybGQgbmV3cw%3D%3D,/@ABCNews,ABC News,"ABC World News Tonight with David Muir Full Broadcast - Jan. 11, 2024",373K,2 weeks,Mary Bruce reports on the military assault the U.S. has launched against Iranian-backed Houthi militants in Yemen in retaliation ...,2024-02-01 10:24:45.072103
/watch?v=kS1fjqbGIGA&pp=ygUKd29ybGQgbmV3cw%3D%3D,/@CBCTheNational,CBC News: The National,"Former Canadian world junior hockey player charged in London, Ont.",14K,3 days,"Former Canadian world junior hockey player Alex Formenton was charged by police in London, Ont., along with other junior ...",2024-02-01 10:24:45.073877
/watch?v=lTxQFJIMIBg&pp=ygUKd29ybGQgbmV3cw%3D%3D,/@WION,WION,NATO alert on potential Russian strikes | German defence ministry mulls NATO war scenarios | WION,98K,2 days,NATO should 'Prepare for Russian missile strikes in Europe'. Alliance may have only three years before a possible offensive with ...,2024-02-01 10:24:45.075550
/watch?v=6HOLekUb9yY&pp=ygUKd29ybGQgbmV3cw%3D%3D,/@ABCNews,ABC News,"ABC World News Tonight with David Muir Full Broadcast - Jan. 26, 2024",278K,5 days,Aaron Katersky reports on the jury's order for former Pres. Trump to pay E. Jean Carroll $83.3 million in damages in defamation ...,2024-02-01 10:24:45.078040
/watch?v=lczWb3fgac8&pp=ygUKd29ybGQgbmV3cw%3D%3D,/@FoxNews,Fox News,Biden under fire after soldiers' deaths: 'No deterrence whatsoever',224K,2 days,Fox News' Peter Doocy reports the latest from the White House. The 'Outnumbered' co-hosts also discuss the heightened tension ...,2024-02-01 10:24:45.079451
/watch?v=NAJkL41yEP8&pp=ygUKd29ybGQgbmV3cw%3D%3D,/@ABCNews,ABC News,"ABC World News Tonight with David Muir Full Broadcast - Nov. 3, 2023",425K,2 months,"Sec. of State Antony Blinken is in Israel pushing for a humanitarian pause in the fighting in Gaza, Matt Rivers reports, but Israeli ...",2024-02-01 10:24:53.840813
/watch?v=s-uzMl4GBOk&pp=ygUKd29ybGQgbmV3cw%3D%3D,/@BBCStudios,BBC Studios,BBC World News Top of the Hour Sequence 1,426K,13 years,"The iconic ""top of the hour"" countdown from BBC World News. See more fantastic clips like this at ...",2024-02-01 10:24:53.842170
/watch?v=mEwzg1PbqQw&pp=ygUKd29ybGQgbmV3cw%3D%3D,/@NBCNews,NBC News,Attack on U.S. military base in Iraq raises concerns of wider conflict in region,807K,11 days,A new attack on a United States military base in Iraq is raising concerns about a wider conflict in the Middle East. NBC News' Raf ...,2024-02-01 10:24:53.843893
/shorts/gjDQXF6Z2yE,/@InsiderNews,Insider News,Stay up to date on world news with Insider. #news #inthenews #insidernews #articles,23K,10 months,Insider's mission is to inform and inspire. Visit our homepage for the top stories of the day: https://www.insider.com/news Insider ...,2024-02-01 10:24:53.845302
/watch?v=4DPM4SvrEOM&pp=ygUKd29ybGQgbmV3cw%3D%3D,/@globalnews,Global News,“Step in the wrong direction”: World's largest cruise ship concerns environmental experts,11K,4 days,The world's largest cruise ship has left Miami and set sail for its maiden voyage on Saturday. But experts are sounding the alarm.,2024-02-01 10:24:53.846682
/watch?v=SlQW74FApNE&pp=ygUKd29ybGQgbmV3cw%3D%3D,/@markets,Bloomberg Television,Pentagon: US doesn't want a wider war with Iran or in Middle East,230K,2 days,"Major General Patrick Ryder, Department of Defense Press Secretary, says ""there will be a response"" to the deadly attack on ...",2024-02-01 10:24:53.850745
/watch?v=Y6Vn6Rm65xk&pp=ygUKd29ybGQgbmV3cw%3D%3D,/@ABCNews,ABC News,"ABC World News Tonight with David Muir Full Broadcast - Jan. 2, 2024",430K,4 weeks,"Matt Gutman has the latest on the passenger jet that collided with a plane on a runway in Tokyo, killing five Japan coast guard ...",2024-02-01 10:24:53.852796
/watch?v=i9mWAshwvSE&pp=ygUKd29ybGQgbmV3cw%3D%3D,/@TODAY,TODAY,Biden says US 'shall respond' after 3 troops killed in drone attack,46K,2 days,"... you the top stories in news and pop culture, celebrity interviews, cooking, and more. All in one place. #jordan #iran #worldnews.",2024-02-01 10:24:53.854260
/shorts/Ptp7LYqHRo8,/@CNN,CNN,Cat jumps on sheikh leading prayer. See his reaction,2.5M,9 months,"Sheikh Walid Mehsas was leading a prayer in Algeria when a surprise guest appeared, according to Reuters. #CNN #News ...",2024-02-01 10:24:53.855720
/watch?v=aS1-AcFGYHc&pp=ygUKd29ybGQgbmV3cw%3D%3D,/@Firstpost,Firstpost,Sweden Defence Officials Ask Citizens to Prepare for War | Vantage with Palki Sharma,866K,2 weeks,Sweden | War Warning | Defence Officials | NATO | Firstpost | World News | Vantage | Palki Sharma #sweden #war #warning ...,2024-02-01 10:24:53.857228
/watch?v=LBtsRs1zyjQ&pp=ygUKd29ybGQgbmV3cw%3D%3D,/@ABCNews,ABC News,ABC World News Tonight with David Muir Full Broadcast - 12/6/2023,234K,1 month,"Multiple people are dead after a gunman opened fire on the University of Nevada Las Vegas campus, Will Carr reports; Matt ...",2024-02-01 10:24:53.859152
/watch?v=BbMXyUAqWXM&pp=ygUKd29ybGQgbmV3cw%3D%3D,/@livenowfox,LiveNOW from FOX,"Pakistan retaliates against Iran with missile strike, 9 killed including children | LiveNOW from FOX",1M,13 days,"Pakistan said on Thursday it had carried out airstrikes against separatist militants in Iran, the latest step in a tense standoff after ...",2024-02-01 10:24:53.860474
/watch?v=pdldBnWnTIk&pp=ygUKd29ybGQgbmV3cw%3D%3D,/@WION,WION,Nostradamus' sensational predictions for 2024 | WION Originals,997K,1 month,"Nostradamus, a 16th-century seer, continues to fascinate the world with his predictions. The French astrologer published his book ...",2024-02-01 10:24:53.861818
/watch?v=i6wno6DNbzQ&pp=ygUKd29ybGQgbmV3cw%3D%3D,/@ABCNews,ABC News,"ABC World News Tonight with David Muir Full Broadcast - Dec. 8, 202",251K,1 month,"After hearing hours of emotional victim impact statements, a Michigan judge has sentenced Oxford High School shooter Ethan ...",2024-02-01 10:24:53.863663
/watch?v=xYcKEGPhSN8&pp=ygUKd29ybGQgbmV3cw%3D%3D,/@CNBCtelevision,CNBC Television,XRP drops after Ripple co-founder’s crypto wallets hacked: CNBC Crypto World,7.2K,14 hours,CNBC Crypto World features the latest news and daily trading updates from the digital currency markets and provides viewers ...,2024-02-01 10:24:53.865516
/watch?v=einRIXwEf9c&pp=ygUKd29ybGQgbmV3cw%3D%3D,/@WION,WION,US shoots down 4 Houthi drones: Reports | Latest News | WION,30K,1 month,The United States shot down four drones headed towards a U.S. destroyer in the southern Red Sea and launched from ...,2024-02-01 10:24:53.866801
/watch?v=2QZQqZQZX3I&pp=ygUKd29ybGQgbmV3cw%3D%3D,/@WION,WION,"China responds to US plan to reclaim World War II's air field, Tinian | World News | WION",79K,1 month,China's defence ministry on Thursday urged the Asia-Pacific to be on high alert as the United States steps up forward military ...,2024-02-01 10:24:53.868044
/watch?v=f6Qp9gBELZo&pp=ygUKd29ybGQgbmV3cw%3D%3D,/@WION,WION,Mysterious naked 'wolfman' spotted in Germany's Harz mountains | Latest World News | WION,59K,5 months,"A terrifying image of a strange naked ""wolf man,"" who authorities think has lived in the woods for at least five years, was taken on ...",2024-02-01 10:24:53.869322
/watch?v=wKTNimeluwE&pp=ygUKd29ybGQgbmV3cw%3D%3D,/@WION,WION,China-Taiwan tensions: 33 Chinese jets detected around Taiwan | World News | WION,16K,4 days,China's largest show of force near Taiwan since Presidential Polls. Taiwan detects seven Chinese naval ships. Thirteen Chinese ...,2024-02-01 10:24:53.870602
